Sales,Discount,Quantity,Segment,Region,Category,Profit,Profit Margin
-0.2950479687534402,-0.7566434880210966,-0.8043033970404823,1,0,2,19.7714,-67.01079856110506
-0.34081074641494513,-0.7566434880210966,-0.8043033970404823,1,0,1,8.2062,-24.078466088063898
-0.028718872110502287,-0.7566434880210966,0.09457366754129916,0,0,1,8.4784,-295.2205075247196
-0.29662046251600244,-0.7566434880210966,-0.35486486474959156,0,1,2,4.95,-16.687992318577656
-0.3338468454664552,-0.7566434880210966,-0.8043033970404823,0,1,2,6.104,-18.283833089605537
-0.30749955201617785,-0.7566434880210966,0.9934507321230805,0,0,1,17.9634,-58.417646081822355
-0.2481940729709737,-0.7566434880210966,0.9934507321230805,0,0,1,35.3346,-142.36681632656226
-0.35894256224857085,-0.7566434880210966,-0.8043033970404823,0,0,0,2.9568,-8.237529652313537
-0.22443016213061998,-0.7566434880210966,-1.253741929331373,0,0,0,17.0981,-76.18450139535514
-0.3443408344533502,-0.7566434880210966,1.4428892644139713,1,1,1,6.2566,-18.1697881110514
1.2838159981326402,-0.7566434880210966,0.5440121998321898,1,1,2,298.6855,232.65444614683844
-0.034174462715310036,-0.7566434880210966,0.9934507321230805,0,1,1,52.14,-1525.7006506393873
-0.3168382394632311,-0.7566434880210966,0.5440121998321898,0,1,1,15.552,-49.08498426940919
0.14369383685614237,-0.272245085668712,0.5440121998321898,0,1,0,7.098,49.39669059784443
-0.3454640442837517,-0.7566434880210966,-0.8043033970404823,0,1,1,6.9888,-20.230180580702203
-0.3206892445960366,-0.7566434880210966,-0.8043033970404823,0,1,2,3.3,-10.290335755278974
-0.29103650507343454,0.2121533166836726,0.09457366754129916,0,1,1,16.362,-56.21975152523058
-0.36613110516314107,-0.7566434880210966,-1.253741929331373,0,1,1,0.84,-2.2942601383887116
-0.3463947038575131,-0.7566434880210966,-0.8043033970404823,0,3,2,6.1512,-17.757777274014707
-0.32738999352711806,0.2121533166836726,0.9934507321230805,0,3,1,9.3612,-28.59342125624436
-0.13338598244921082,-0.7566434880210966,-0.35486486474959156,0,3,1,68.9631,-517.0190955129709
-0.2408450715092033,-0.7566434880210966,0.09457366754129916,0,3,0,22.3328,-92.72682999098284
-0.026865575890339655,0.6965517190360571,0.5440121998321898,2,0,0,-15.2225,566.6172972481754
1.417115331633757,0.2121533166836726,1.892327796704862,1,3,1,111.3024,78.54152553108167
-0.09930779619482648,0.2121533166836726,0.09457366754129916,1,3,2,62.988,-634.2704441494938
-0.24707086314057214,-0.7566434880210966,-0.8043033970404823,0,2,1,35.6636,-144.3456324500272
-0.3614200422173424,0.2121533166836726,-1.253741929331373,0,1,1,1.731,-4.789441087384555
-0.3382594555144615,-0.7566434880210966,-0.35486486474959156,0,0,1,8.763,-25.906149428024953
0.9660856104795813,0.2121533166836726,1.892327796704862,0,2,0,-114.3912,-118.40689764876454
-0.2131178345530039,0.2121533166836726,-0.8043033970404823,0,2,0,1.213,-5.6916869606157645
-0.25203865976189116,0.2121533166836726,-1.253741929331373,0,2,1,-18.196,72.19527360282876
-0.36682428608704604,3.11854373079798,-0.35486486474959156,1,0,1,-1.9344,5.273369494246011
-0.3532494929939068,2.1497469260932105,-0.35486486474959156,1,0,0,-5.8248,16.489195640828484
-0.3251179004987628,0.2121533166836726,-0.35486486474959156,1,0,1,2.724,-8.378498987047825
-0.3378583091464609,2.1497469260932105,0.5440121998321898,0,0,0,-14.475,42.8434039007906
-0.034816296904110956,-0.7566434880210966,-1.253741929331373,1,2,1,56.2032,-1614.2785131569742
-0.34196604795478674,-0.7566434880210966,-0.35486486474959156,1,2,1,8.0352,-23.49706951335233
-0.34491848522327095,-0.7566434880210966,0.5440121998321898,0,3,1,4.172,-12.09561151035266
-0.33450472550997623,-0.7566434880210966,-1.253741929331373,0,3,1,6.2031,-18.54413264429354
-0.046330802251199274,0.2121533166836726,1.4428892644139713,1,2,1,62.8075,-1355.6316089556647
0.0008311739418916375,0.2121533166836726,-0.35486486474959156,2,0,1,-48.9549,-58898.501905131176
0.11569382036970258,-0.7566434880210966,-0.8043033970404823,0,2,0,33.2156,287.09917170907397
-0.33675114517077936,-0.7566434880210966,-1.253741929331373,0,0,2,6.7966,-20.182856383615814
-0.35894256224857085,-0.7566434880210966,-0.8043033970404823,0,0,1,2.9568,-8.237529652313537
-0.11471181672604833,0.2121533166836726,1.4428892644139713,2,0,1,13.8572,-120.80010931300471
-0.3365746407688591,-0.7566434880210966,-0.35486486474959156,1,3,1,6.633,-19.707367093515455
-0.25075499138428936,0.2121533166836726,-0.8043033970404823,1,3,2,8.2782,-33.01310157098096
-0.35842909489753016,-0.7566434880210966,-1.253741929331373,1,3,1,3.1104,-8.677866959681996
-0.34803138103895537,-0.7566434880210966,-0.8043033970404823,0,0,1,6.2208,-17.87425025131197
-0.2832382196795034,-0.7566434880210966,-0.35486486474959156,0,0,0,16.5354,-58.37983312672469
-0.31593967159890984,-0.7566434880210966,-0.8043033970404823,0,0,1,16.1504,-51.118619951289865
-0.359709554104188,2.634145328445595,-1.253741929331373,2,3,1,-3.788,10.53071834423065
-0.2139361731437251,-0.7566434880210966,1.4428892644139713,2,1,0,40.5426,-189.50792380848543
-0.28649231901672406,0.2121533166836726,-0.35486486474959156,0,3,1,17.9592,-62.68649736103964
-0.2438616921965676,-0.7566434880210966,0.9934507321230805,1,0,1,22.5852,-92.61479241190098
-0.26513207721342974,0.2121533166836726,1.4428892644139713,2,0,1,22.6184,-85.30993396846631
-0.21482511349521438,0.2121533166836726,-0.35486486474959156,2,0,2,-10.7973,50.26088348949263
-0.3659578099321648,3.11854373079798,-0.35486486474959156,2,0,1,-3.0396,8.305875479371327
-0.3304451242658104,-0.7566434880210966,0.09457366754129916,0,0,1,11.7208,-35.46973200479658
0.014502242163351007,0.2121533166836726,0.9934507321230805,0,3,2,-26.8758,-1853.2168817259537
-0.20458143984195185,0.2121533166836726,-0.35486486474959156,0,3,0,-3.8385,18.76269911368993
-0.3096464873777169,2.634145328445595,-0.35486486474959156,0,3,1,-25.8174,83.37701557230034
-0.24990777025507216,0.2121533166836726,1.892327796704862,0,2,2,17.6016,-70.43238384318607
-0.32391125222381717,0.2121533166836726,-1.253741929331373,0,2,2,2.0994,-6.481404969992677
-0.36352525835660937,0.2121533166836726,-1.253741929331373,0,2,1,1.0738,-2.953852518678712
0.1766680683057891,0.2121533166836726,0.5440121998321898,2,0,2,67.992,384.8573239750085
-0.3014984023508893,-0.7566434880210966,-0.8043033970404823,1,1,0,10.9096,-36.18460301923328
-0.24694249630281198,-0.7566434880210966,-0.8043033970404823,0,0,1,22.788,-92.28059301731659
-0.3251179004987628,-0.7566434880210966,0.9934507321230805,0,0,1,13.3476,-41.054645036534346
-0.30448934967070157,0.2121533166836726,4.588958990450206,0,1,1,14.5348,-47.73500293431958
-0.36125316532825413,0.2121533166836726,-0.8043033970404823,0,1,1,1.652,-4.57297031155119
-0.3303552674793783,0.2121533166836726,-0.35486486474959156,0,1,1,7.4925,-22.680128750989876
-0.15948616973679985,0.2121533166836726,0.9934507321230805,0,1,1,44.0316,-276.08412737396213
0.8948323880098481,-0.7566434880210966,-0.35486486474959156,0,3,0,165.3813,184.81818742369873
-0.1156328487869776,2.634145328445595,-1.253741929331373,1,2,1,-115.7156,1000.7156375881981
-0.2933471081531178,-0.7566434880210966,-0.35486486474959156,0,1,0,18.3456,-62.53888138015727
-0.31934139279955465,-0.7566434880210966,0.09457366754129916,0,1,1,13.878,-43.45819337210379
-0.005291924219269054,-0.7566434880210966,0.9934507321230805,0,1,1,63.4368,-11987.47324631232
-0.184267387766403,-0.7566434880210966,2.3417663289957527,0,1,1,51.759,-280.89072422090896
-0.2596508132410699,-0.7566434880210966,1.4428892644139713,0,1,2,19.7316,-75.99282957639117
0.5948198331386384,0.6965517190360571,-0.35486486474959156,2,0,0,-8.5794,-14.423527128760592
0.6223256372997016,1.665348523740826,0.9934507321230805,0,0,0,-407.682,-655.0943357708196
-0.3649950586489634,2.634145328445595,-0.8043033970404823,0,3,1,-1.8308,5.015958316741994
0.022679209728674616,0.2121533166836726,1.4428892644139713,0,3,1,30.499,1344.7999451867308
-0.2381750412837915,0.2121533166836726,-0.8043033970404823,2,3,0,-9.1602,38.45994924835719
0.013963101444758267,-0.7566434880210966,-0.35486486474959156,2,3,0,26.2416,1879.3532442501207
-0.27259981800012834,1.1809501213884417,0.5440121998321898,1,1,2,-11.994,43.998562023964205
-0.2431813479564386,0.2121533166836726,-0.8043033970404823,1,1,1,29.364,-120.74939236400652
-0.33439882286882405,0.2121533166836726,2.3417663289957527,1,1,1,6.9732,-20.8529442184532
-0.3366709158971793,-0.7566434880210966,-0.35486486474959156,0,3,1,9.6192,-28.571520573335604
-0.3119602996283442,-0.7566434880210966,-1.253741929331373,0,3,1,16.6568,-53.39397359165311
-0.35034198411863865,-0.7566434880210966,0.09457366754129916,0,3,1,3.456,-9.864646992550204
-0.36237637515865573,-0.7566434880210966,-0.8043033970404823,0,3,1,1.9698,-5.4357848221688885
-0.24659590584085947,0.2121533166836726,-0.35486486474959156,0,3,1,26.6616,-108.11858335233696
-0.2631167178605949,-0.7566434880210966,0.9934507321230805,0,3,1,18.4464,-70.10728983695105
-0.2996370832033667,-0.7566434880210966,4.588958990450206,0,3,0,20.6976,-69.07556227261875
-0.23596713167431635,0.2121533166836726,-0.8043033970404823,1,1,0,10.35,-43.86204098240746
-0.3546743648930448,-0.7566434880210966,-0.35486486474959156,1,3,1,2.3814,-6.71432794619406
-0.35140101053016015,-0.7566434880210966,-0.35486486474959156,1,3,1,5.1042,-14.5252854916361
-0.13824787642937772,-0.7566434880210966,-0.35486486474959156,1,3,1,68.976,-498.92990606069503
0.9781103740067663,-0.7566434880210966,-0.35486486474959156,0,0,1,218.2518,223.13616724659155
0.7093423074463848,-0.7566434880210966,1.4428892644139713,0,3,1,20.1579,28.417732579025145
-0.21817548796075512,0.2121533166836726,0.09457366754129916,2,1,0,12.9096,-59.170716750371824
0.2480560759551704,-0.7566434880210966,3.240643393577534,1,0,2,103.8015,418.45981639554515
-0.12818712551992345,-0.7566434880210966,-0.35486486474959156,1,0,2,5.9988,-46.79721130861647
2.7630672989168192,-0.7566434880210966,1.892327796704862,1,0,0,585.552,211.92100540929596
-0.09356017103411428,-0.7566434880210966,0.5440121998321898,1,0,1,80.6285,-861.7823066035324
-0.11543067101750536,0.2121533166836726,0.5440121998321898,2,3,1,17.766,-153.91056677913394
-0.042800714212794286,0.2121533166836726,-0.8043033970404823,2,3,2,15.2388,-356.04078764285464
-0.27515110890061195,-0.7566434880210966,1.4428892644139713,1,3,1,26.271,-95.47844493510443
-0.19951094975042463,-0.7566434880210966,0.09457366754129916,1,3,1,48.5392,-243.29090739490448
-0.23904793578056074,-0.7566434880210966,0.9934507321230805,1,3,1,21.0288,-87.96896710835372
-0.3581884070767298,-0.7566434880210966,-0.35486486474959156,2,3,1,1.7901,-4.997649183036042
0.36538015649703287,0.2121533166836726,-0.8043033970404823,0,3,0,51.4764,140.88449819911887
-0.3453677691554316,-0.7566434880210966,-0.8043033970404823,0,0,1,6.8714,-19.895892476600935
1.1473941413030064,-0.7566434880210966,1.4428892644139713,0,0,2,236.2325,205.88609571574864
-0.3592313876335313,-0.7566434880210966,-1.253741929331373,0,3,1,2.691,-7.490993528508747
-0.28156303244673303,0.2121533166836726,-0.8043033970404823,0,1,2,1.3596,-4.828758904126426
-0.3232565813512402,-0.7566434880210966,0.5440121998321898,0,3,1,13.348,-41.292276074331475
-0.32441188289108186,0.2121533166836726,-0.8043033970404823,0,3,1,9.688,-29.863271078922384
-0.35288364750629025,0.2121533166836726,-0.35486486474959156,0,0,1,2.7324,-7.74306210930699
12.724513622679819,1.1809501213884417,1.892327796704862,0,0,2,-1359.992,-106.8796843893497
0.07392325136253934,0.2121533166836726,-0.35486486474959156,0,0,1,-58.6347,-793.1834560744602
2.4232481876561764,0.6965517190360571,2.3417663289957527,0,0,0,-24.858,-10.258132091720762
-0.3173773801818239,0.2121533166836726,0.9934507321230805,0,0,1,6.8136,-21.468448684328177
-0.08324268644913968,3.11854373079798,0.5440121998321898,0,0,1,-453.849,5452.118610771849
-0.1378050108391051,0.2121533166836726,-0.35486486474959156,0,0,2,8.9985,-65.29878663487965
-0.33522678897237723,-0.7566434880210966,-0.35486486474959156,0,3,1,9.8418,-29.358632196936284
-0.19078200478273227,-0.7566434880210966,-0.8043033970404823,0,3,1,53.2608,-279.1709839754271
0.17696331203263754,0.2121533166836726,1.4428892644139713,0,3,0,21.259,120.13224524233124
-0.2846695099205295,3.11854373079798,-0.8043033970404823,1,0,1,-131.12,460.6042987765162
-0.336478365640539,0.2121533166836726,0.09457366754129916,1,0,1,6.552,-19.47227717754527
-0.21275840740727542,3.11854373079798,0.09457366754129916,0,0,1,-243.16,1142.8925557546968
0.2678759157053426,0.6965517190360571,1.4428892644139713,0,1,0,-11.3372,-42.32258047591954
-0.3433459914607087,0.2121533166836726,0.5440121998321898,0,1,1,-3.7715,10.98454647440262
-0.3635637684079374,-0.7566434880210966,-1.253741929331373,2,1,1,1.4104,-3.8793744662076945
-0.3290074156828964,0.2121533166836726,-0.8043033970404823,1,0,1,1.8612,-5.657015347623228
0.28703787541199377,0.2121533166836726,1.4428892644139713,1,0,2,76.6395,267.0013491773415
0.4398200857141625,-0.7566434880210966,0.09457366754129916,2,2,2,131.0296,297.916362294458
-0.1282192172293635,-0.7566434880210966,0.5440121998321898,2,2,2,41.986,-327.454814553218
-0.32229383006803886,-0.7566434880210966,-0.8043033970404823,2,2,2,7.25,-22.495000907927608
-0.3573379767765686,-0.7566434880210966,-0.8043033970404823,0,1,1,3.4368,-9.617785467422946
-0.08513609730610233,-0.7566434880210966,1.892327796704862,2,3,2,22.984,-269.96774255886135
-0.30909771914629214,0.2121533166836726,-0.35486486474959156,1,0,1,3.7224,-12.042793490295002
-0.33670942594850733,0.2121533166836726,-0.35486486474959156,1,0,1,6.255,-18.5768485167284
1.0739137541981343,0.2121533166836726,0.09457366754129916,2,1,0,112.392,104.65644895657418
-0.2536817552852215,-0.7566434880210966,0.9934507321230805,2,1,2,20.0928,-79.20474997269355
-0.28564509788750686,-0.7566434880210966,1.892327796704862,2,1,1,24.8832,-87.11229488629115
0.6362085108034652,0.2121533166836726,-0.35486486474959156,2,1,0,46.9764,73.83805655267594
-0.3368955578632596,-0.7566434880210966,0.5440121998321898,2,1,1,6.567,-19.49268800589362
-0.34591332821591236,-0.7566434880210966,1.4428892644139713,1,3,1,6.7116,-19.4025481313942
-0.35694003957951204,0.2121533166836726,-0.8043033970404823,0,1,1,1.2038,-3.372555237619514
-0.35912227582143513,0.2121533166836726,-0.35486486474959156,0,1,1,1.5876,-4.420778400249935
-0.2945986848212796,-0.7566434880210966,-0.35486486474959156,2,1,1,12.0276,-40.82706617409589
-0.36409969995558616,2.634145328445595,-0.8043033970404823,1,1,1,-2.2586,6.203245979811326
-0.3430635844176363,0.2121533166836726,-0.35486486474959156,1,1,1,5.8203,-16.965659616365823
-0.33393670225288735,0.2121533166836726,-0.35486486474959156,0,1,1,6.795,-20.34816764422081
-0.01782373675560684,1.665348523740826,-0.8043033970404823,0,3,0,-161.875,9081.990057392355
-0.364654886528899,0.2121533166836726,-1.253741929331373,0,3,1,0.2925,-0.8021282884325733
-0.262468465329906,3.11854373079798,-0.8043033970404823,0,0,1,-178.9668,681.860198995907
-0.3123967468767288,0.2121533166836726,1.4428892644139713,1,2,0,9.6712,-30.958068855359237
0.3448414624554037,0.2121533166836726,0.09457366754129916,0,3,2,44.4768,128.97752979965952
-0.23416999594567378,-0.7566434880210966,0.09457366754129916,0,0,1,5.8744,-25.086049031502863
-0.1570536181612444,-0.7566434880210966,-0.8043033970404823,0,0,2,35.6346,-226.89448620925455
-0.3432818080418287,-0.7566434880210966,0.09457366754129916,0,0,1,7.4824,-21.796669164269474
-0.28492303442510586,-0.7566434880210966,2.3417663289957527,0,0,1,16.2099,-56.89220611000089
-0.22122099118661542,-0.7566434880210966,-1.253741929331373,0,0,1,3.6796,-16.6331412777009
-0.33545143093845753,0.2121533166836726,-0.8043033970404823,1,0,2,6.5,-19.37687367084894
-0.33083022477909096,0.2121533166836726,-0.8043033970404823,1,1,1,8.88,-26.841562030583948
0.3571678880513252,1.665348523740826,0.5440121998321898,1,1,0,-244.323,-684.0564568472366
-0.26776680655845747,1.1809501213884417,-0.35486486474959156,1,1,2,-14.6958,54.882829536945195
1.5374207319825999,2.634145328445595,2.3417663289957527,1,1,2,-950.4,-618.1782125276793
-0.22508162383225291,0.2121533166836726,-0.8043033970404823,1,1,2,4.4792,-19.900336259072944
-0.219504084731573,-0.7566434880210966,0.9934507321230805,0,3,1,26.0568,-118.70758592881913
0.11636132792605552,0.2121533166836726,-0.35486486474959156,0,3,2,22.6782,194.8946475964195
-0.35986680348044414,0.2121533166836726,-0.8043033970404823,0,1,1,1.8148,-5.04297696383273
-0.3323963001997652,0.2121533166836726,0.9934507321230805,0,1,1,8.2302,-24.760203392919156
-0.33709452646178784,2.634145328445595,0.09457366754129916,0,1,1,-13.8432,41.066225979107465
-0.25216702659965134,0.2121533166836726,0.09457366754129916,0,1,0,19.0848,-75.68317022788096
0.4013549627793239,2.634145328445595,0.09457366754129916,0,1,2,-383.9904,-956.7351487095691
-0.325233430652747,0.2121533166836726,-0.8043033970404823,0,1,1,2.7168,-8.353384812094356
-0.3652967207176999,-0.7566434880210966,-1.253741929331373,1,0,1,0.968,-2.6499006016209687
0.6299474182917124,-0.7566434880210966,0.5440121998321898,1,0,0,136.939,217.38163539323702
-0.3335580200814949,-0.7566434880210966,-1.253741929331373,1,0,1,0.2198,-0.6589558240761186
-0.109577143215641,0.2121533166836726,-0.8043033970404823,0,2,0,-28.2744,258.0319140494267
0.2564737313412944,0.2121533166836726,1.892327796704862,0,2,0,43.8408,170.93680421274888
-0.33890449887420643,2.634145328445595,1.4428892644139713,1,2,1,-12.432,36.68290046693795
0.006421549726347584,1.423149322564634,-0.8043033970404823,2,2,0,-102.048,-15891.491049473247
0.6270022016578521,1.423149322564634,-0.35486486474959156,2,2,0,-248.2458,-395.9249255323427
-0.36027757736127675,2.634145328445595,-0.8043033970404823,2,2,1,-3.552,9.859064852204636
0.04527177317446669,0.2121533166836726,-0.35486486474959156,2,2,0,0.0,0.0
0.6227685028899741,0.2121533166836726,-0.35486486474959156,2,2,2,-7.7247,-12.403806493349167
-0.3518823861717608,-0.7566434880210966,-0.8043033970404823,1,3,1,4.752,-13.504512265301207
-0.32723595332180583,0.2121533166836726,0.5440121998321898,0,0,1,9.396,-28.71322635737375
0.30458562213381063,2.1497469260932105,0.5440121998321898,0,0,0,-356.728,-1171.1911990490548
-0.3500724137593423,2.1497469260932105,-0.35486486474959156,0,0,0,-4.6752,13.3549511936521
-0.31750574701958406,0.2121533166836726,-0.8043033970404823,0,0,2,11.1944,-35.25731456857541
-0.0844541484805014,1.665348523740826,0.5440121998321898,0,0,0,-120.513,1426.9636503152217
-0.3623378651073277,2.1497469260932105,-0.35486486474959156,0,0,0,-2.8308,7.812597778489123
-0.35694003957951204,0.2121533166836726,-0.8043033970404823,0,0,1,1.2038,-3.372555237619514
2.843328664226373,-0.7566434880210966,1.4428892644139713,2,0,0,580.5394,204.1759742037968
-0.10131031886388531,-0.7566434880210966,-0.8043033970404823,2,0,1,41.68,-411.40922728709245
-0.2919992563566359,-0.7566434880210966,0.9934507321230805,2,0,1,23.94,-81.98651016686382
2.0432663020313173,-0.7566434880210966,0.5440121998321898,2,0,1,496.0725,242.78406564373353
-0.32723595332180583,-0.7566434880210966,0.09457366754129916,2,0,1,12.4416,-38.020272142177646
0.14715653230472323,0.2121533166836726,-0.8043033970404823,0,3,0,28.1372,191.20591902597374
-0.35661591331416753,-0.7566434880210966,-1.253741929331373,0,3,1,3.5767,-10.029558038395889
5.002314462660156,-0.7566434880210966,4.139520458159316,0,3,2,636.0003,127.14120728463453
-0.23952931142216144,-0.7566434880210966,0.9934507321230805,0,1,1,22.5624,-94.19473494095516
0.21190476527095914,-0.7566434880210966,0.09457366754129916,0,1,1,162.864,768.5716731841707
-0.34935997780977324,2.1497469260932105,2.3417663289957527,1,0,0,-8.4924,24.30845128065619
-0.23666031259822135,0.2121533166836726,-0.8043033970404823,1,0,1,-19.5624,82.66024744592949
-0.2823075601057421,0.2121533166836726,0.5440121998321898,1,0,1,4.044,-14.324802348492774
0.6707905368960583,0.2121533166836726,0.9934507321230805,1,0,2,56.6916,84.51460907950256
-0.3361414026914185,-0.7566434880210966,-0.35486486474959156,0,1,2,6.9258,-20.603829056898295
-0.013330897434000446,-0.7566434880210966,-0.35486486474959156,0,1,1,6.6465,-498.57858654347643
-0.34071447128662496,0.2121533166836726,0.5440121998321898,0,1,1,6.132,-17.997474474283408
-0.3662209619495732,3.11854373079798,-0.8043033970404823,1,0,1,-4.466,12.194823519181696
4.541175853032366,1.1809501213884417,-0.35486486474959156,1,0,2,-509.997,-112.30505413249963
3.6746611880998086,1.1809501213884417,1.4428892644139713,1,0,2,-251.9958,-68.57660804649821
0.1578366532063704,0.2121533166836726,0.09457366754129916,0,0,2,28.7196,181.95773552325207
-0.24062042954312296,-0.7566434880210966,-0.8043033970404823,0,3,2,35.156,-146.10563228879738
-0.34633693878052096,0.2121533166836726,-0.35486486474959156,1,2,1,4.7304,-13.658375617270577
-0.35669614258776766,-0.7566434880210966,0.9934507321230805,0,1,1,0.3024,-0.8477804043692239
-0.3091233925138442,0.2121533166836726,-1.253741929331373,1,1,1,-7.4416,24.07323476713826
-0.27644119562010183,0.2121533166836726,-0.35486486474959156,1,1,1,21.591,-78.1034098465966
0.7958455102420278,-0.7566434880210966,0.09457366754129916,1,3,1,210.4936,264.4905289922236
-0.03197618061866691,-0.7566434880210966,1.4428892644139713,0,3,2,92.3692,-2888.687711066941
-0.36035459746393284,-0.7566434880210966,-0.35486486474959156,0,3,0,2.3232,-6.44698310039606
-0.35130473540184004,0.2121533166836726,-0.35486486474959156,0,3,1,4.095,-11.65654654588112
-0.3546743648930448,-0.7566434880210966,-0.8043033970404823,1,3,1,4.0572,-11.439225389812101
-0.3592313876335313,-0.7566434880210966,-1.253741929331373,1,3,1,1.5548,-4.328129594249498
-0.3501365971782224,0.2121533166836726,-0.8043033970404823,1,1,1,4.0768,-11.643455819400895
-0.33966186321699154,0.2121533166836726,0.09457366754129916,1,1,1,5.9072,-17.391413754997306
-0.2730138010519049,0.2121533166836726,0.9934507321230805,1,1,1,5.9712,-21.871421799899284
-0.32896890563156833,0.2121533166836726,-0.35486486474959156,1,1,1,8.694,-26.428029674442616
-0.36548927097434014,3.11854373079798,0.5440121998321898,0,0,1,-3.432,9.39015252308446
1.4193232412432324,0.2121533166836726,1.4428892644139713,0,0,2,376.11,264.9924901325175
1.29808076297874,0.2121533166836726,0.5440121998321898,0,3,0,51.942,40.01445940914133
-0.14136077224506213,0.2121533166836726,0.5440121998321898,0,3,1,47.844,-338.45315953041023
0.015952787430041103,0.2121533166836726,0.5440121998321898,0,3,2,47.96,3006.3711567851333
-0.3189177822349461,0.2121533166836726,0.9934507321230805,0,3,1,10.8864,-34.13544369871483
0.03883096708984954,2.634145328445595,1.4428892644139713,1,2,1,-169.372,-4361.776507087666
-0.056690006058446,0.2121533166836726,-0.8043033970404823,1,2,1,24.316,-428.9292185809753
1.1739500308646442,0.2121533166836726,0.5440121998321898,1,2,1,-204.3145,-174.04020156591943
