Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Range,Visibility_Range,Outlet_Age,Discount_Potential,Outlet_Item_Popularity,Location_Price_Sensitivity,Shelf_Effectiveness,Item_Outlet_Type,Outlet_Seasonal_ItemType,Income_Bracket,Location_Demographics_Relevance,Essentials_Discount_Level,Outlet_Type_Location_Age_Index
1849.1156606054294,-0.23894303142988535,-1.0,-0.2397825621085623,2254.086452721365,-1.532847534701804,2341.6876856989247,1999,1.0,2.0,2303.855942826399,-0.15602072913192375,0-50,0.05-0.1,-0.13954076129512305,2073.0063271600898,2386.7916826086957,2073.0063271600898,0.5159923668750162,2386.7916826086957,2427.3731540145986,1.0,0.19570702817889885,0.11544909131356167,2342.576448977395
2176.835465006935,1.3408227656269276,1.0,-0.5106416593228567,2181.2561237885466,0.05006178387588622,2265.8383894623657,1997,0.0,2.0,2303.7355829985654,0.2703995408795095,100-150,0-0.05,0.09937163495203102,2160.3255591688207,2355.8955713333335,2129.6627022594193,-0.0033188652260763628,2355.8955713333335,2228.142933766234,0.0,-1.2728710859480201,-0.2734536917480472,2265.923088482239
2083.4946365693986,0.5391505701055597,1.0,0.6878176760669098,2254.0269580016247,0.07203655420703896,2341.6876856989247,1999,1.0,2.0,2303.8428083213776,-0.10434753037702285,100-150,0.1-0.15,-0.13954076129512305,2082.5352116054873,2386.7916826086957,2055.382150977469,-0.25185980958873655,2386.7916826086957,2426.8385700729928,1.0,0.1955179699341232,1.2714426501302238,2342.4976136706136
2062.9742932188014,1.1286154197536247,1.0,-0.4712371956985933,2250.519223936614,-0.34228518245758355,2265.8383894623657,1997,0.0,2.0,2303.743105487805,0.2463795080264663,100-150,0-0.05,0.09937163495203102,2154.8681071682754,2393.0645843312104,2154.8681071682754,-0.02107001860063373,2393.0645843312104,2291.331117647059,0.0,-1.272830352703705,0.11544909131356167,2265.9682396124867
2094.820820404123,0.8338829949295924,-1.0,-0.01498612296310778,2253.7116359870024,0.8904538263181622,2286.061090450644,1987,2.0,0.0,2303.773195444763,0.14723906957861305,150-200,0.05-0.1,1.2939336161878014,2133.0382991660927,2386.7916826086957,2133.0382991660927,-0.09159977969987806,2386.7916826086957,2388.7156865248226,-1.0,0.06308622993844587,0.11544909131356167,2286.392599677766
1861.8877462937146,-0.8991436630357179,1.0,0.008404514985921992,2072.5040724770643,-1.3590727724192342,2265.8383894623657,1997,0.0,2.0,2303.850330810617,-0.1337549901374253,50-100,0.05-0.1,0.09937163495203102,2077.0777596049415,2221.4879021719216,2077.0777596049415,-0.2689346791853576,2221.4879021719216,1672.4895999999999,0.0,-1.2722496354627,0.11544909131356167,2266.611822389667
2104.0679182407075,-0.23894303142988535,-1.0,-1.320626750640631,1995.3403816955683,-0.4118034379118073,1994.8476470905173,2009,1.0,0.0,1995.249975943905,-0.08180954397178374,100-150,0-0.05,-1.3341027425308933,2086.7798964948006,1882.7685356428021,2086.7798964948006,-0.23854658693536693,1882.7685356428021,1881.1186140350876,1.0,1.3508770806572028,0.4657151857302615,1995.249975943905
1861.8877462937146,-0.8991436630357179,1.0,0.010764426145713704,2080.108852293578,-1.3911902385565518,2341.6876856989247,1999,1.0,2.0,2303.9989895265426,-0.8634980464564188,50-100,0.05-0.1,-0.13954076129512305,1969.2281129274909,2221.4879021719216,1969.2281129274909,-0.5966539903991525,2221.4879021719216,2422.263625,1.0,0.19776658602255376,0.11544909131356167,2343.435037136706
1994.0492964461769,-0.6397791291905696,-1.0,-0.7572792558572085,2125.196090140845,-0.4449775686850424,3541.3756022459893,1985,1.0,0.0,3542.7007709850104,0.3356432789388858,100-150,0-0.05,1.5328460124349554,2175.4851480592256,2867.2029295178045,2392.576255539582,0.04623914040405874,2867.2029295178045,3443.3965454545455,1.0,1.3497817427222416,0.6497533676726944,3542.7007709850104
2430.2761146513217,0.12652517535191443,-1.0,0.7422730407634881,2180.431939647577,1.4379377893347167,2427.9363483870966,2004,0.0,1.0,2303.6349249282644,0.5672517217684622,200-250,0.1-0.15,-0.7368217519130082,2233.351464509456,2355.8955713333335,2370.259910639292,0.2387813895681823,2355.8955713333335,2560.0438014285714,0.0,0.1169596424424926,0.5390837322732581,2427.5913687836382
2354.253527563262,1.423347844577657,1.0,1.5265627497268257,2249.1598591326106,1.7645274554986428,2286.061090450644,1987,2.0,0.0,2303.450803048781,1.024100685294363,250-300,0.1-0.15,1.2939336161878014,2366.929099189479,2393.0645843312104,2366.929099189479,0.7036870962400721,2393.0645843312104,2439.166354032258,-1.0,0.05860353047789004,0.11544909131356167,2284.4617081632655
2120.812756156222,-0.2743109224087693,1.0,-0.7317447820289024,1942.2317296754252,0.057034485774297906,3541.3756022459893,1985,1.0,0.0,3540.816000963597,1.138239600258826,100-150,0-0.05,1.5328460124349554,2404.5248796376827,3199.0847369435437,2404.5248796376827,0.8396909015418123,3199.0847369435437,3194.2440382352943,1.0,1.3469544258334418,0.11544909131356167,3540.816000963597
2271.1852227446125,0.42125760017594677,-1.0,-0.9448934123975153,2235.4949141914194,0.8915104909540799,2427.9363483870966,2004,0.0,1.0,2303.843166535151,-0.10573678525287504,150-200,0-0.05,-0.7368217519130082,2082.2753329387947,2402.541530485762,2272.604360702182,-0.25267397334131053,2402.541530485762,2648.7798267326734,0.0,0.11794143697225414,-0.08349842414371896,2428.841266738428
2110.238012311183,-0.2743109224087693,-1.0,-0.24495309966757356,1948.1817383307573,-0.5347394630456173,340.3297227272727,1985,0.0,2.0,339.9444347504621,-1.6621144623126005,100-150,0.05-0.1,1.5328460124349554,1903.6520626987117,294.8810932369825,1903.6520626987117,-0.786894498782217,294.8810932369825,331.4098761904762,0.0,-1.270954266176476,0.11544909131356167,340.5687020872865
2245.016913147709,0.24441814528152736,1.0,-0.9405356342617257,2109.9057938011697,0.385862739327995,2265.8383894623657,1997,0.0,2.0,2303.3964739598277,1.1436315232072245,150-200,0-0.05,0.09937163495203102,2406.3440303045313,2246.9423055944053,2406.3440303045313,0.8463292471367563,2246.9423055944053,2231.472257009346,0.0,-1.274706293871466,0.08241965821598725,2263.8877041980627
1885.3770695331539,0.04400009640118548,-1.0,0.6850407297292084,2236.3181916391636,-1.5269732501452886,2320.6915569114467,2007,0.0,1.0,2303.9773772955527,-0.732380753430164,0-50,0.05-0.1,-1.0951903462837393,1984.9074591512808,2402.541530485762,1945.6206927406665,-0.5501572133801867,2402.541530485762,2354.683154255319,0.0,0.11857432257467557,-1.3385372067786885,2322.293485081081
1888.8750862491615,-1.218633611544969,1.0,-0.04422522779812982,2251.4199141784825,-1.5847011837805032,2427.9363483870966,2004,0.0,1.0,2303.936779734577,-0.5149188650771701,0-50,0.05-0.1,-0.7368217519130082,2014.3603747097814,2393.0645843312104,2014.3603747097814,-0.4617603107728394,2393.0645843312104,2535.890897122302,0.0,0.11838287009556646,-1.1187675522847307,2429.4031474703984
1822.7000707446293,-0.2743109224087693,-1.0,-1.0842274094670252,2134.5610516431925,-1.636005624188254,2286.061090450644,1987,2.0,0.0,2304.072423350072,-1.4577350305193955,0-50,0-0.05,1.2939336161878014,1915.9529862554973,2218.1423157905397,1915.9529862554973,-0.7517278316924536,2218.1423157905397,2396.0174863636366,-1.0,0.06725129529316734,-0.817242010797769,2288.184753061225
1805.0550205037378,-1.6241854281028374,1.0,2.0379428982394185,2184.2057839941267,-1.5333549906667736,339.351661981982,1998,0.0,0.0,339.97766321626614,-1.754685843578699,0-50,0.15-0.2,-0.020084563171546017,1898.974246698244,343.2202184822467,1898.974246698244,-0.8002048662340334,343.2202184822467,360.2136523809524,0.0,-2.203820761645852,0.11544909131356167,339.6421263537906
1787.0421559959248,-0.1564179524791564,1.0,0.07723311506823721,2211.3303762345677,-1.5632756221202988,340.3297227272727,1985,0.0,2.0,340.0262752310536,-1.9140668868844755,0-50,0.05-0.1,1.5328460124349554,1892.1307751420043,361.82224863188935,1892.1307751420043,-0.8196150412744229,361.82224863188935,449.0191189189189,0.0,-1.2708681750040092,0.11544909131356167,340.7367313092979
1804.136522507682,1.517662220521347,-1.0,2.2330811102187487,2184.227292951542,-1.3681588035894812,339.351661981982,1998,0.0,0.0,339.99120073937155,-1.795740490526102,50-100,0.15-0.2,-0.020084563171546017,1897.0684698091645,343.2202184822467,1897.0684698091645,-0.8056176782594019,343.2202184822467,360.56240476190476,0.0,-2.203815744436635,-1.0489338248865243,339.668566064982
2152.732430480253,1.3644013596128506,-1.0,0.26634173920452703,1993.1826252408478,-0.7154034218146416,1994.8476470905173,2009,1.0,0.0,1994.0419116504854,0.5639649140195585,50-100,0.05-0.1,-1.3341027425308933,2232.4852022871473,1882.7685356428021,2232.4852022871473,0.23585959120018016,1882.7685356428021,1861.4716736842106,1.0,1.3490780029411895,-1.9833699931824946,1994.0419116504854
2466.7312738661144,1.3879799535987727,-1.0,-0.2397825621085623,2249.7495835696413,1.857584601884906,1994.8476470905173,2009,1.0,0.0,1993.6899785329017,0.7194919698733632,250-300,0.05-0.1,-1.3341027425308933,2274.9320511802807,2111.47434646609,2274.9320511802807,-0.42779674036481585,2111.47434646609,2104.171957251908,1.0,1.3485539924377736,0.11544909131356167,1993.6899785329017
2027.150794442131,1.1875619047184311,-1.0,-0.2397825621085623,2185.142284,-0.7683972409412153,2180.0510138858986,2002,0.0,1.0,2303.737851685796,0.2631860320736389,50-100,0.05-0.1,-0.49790935566585415,2158.679660946434,2336.529241395033,2158.679660946434,0.5159923668750162,2336.529241395033,1984.0423875000001,0.0,0.11744488101765108,-0.6160959295908672,2180.056992564655
2232.1179765074303,1.1050368257677017,-1.0,0.6414725273059638,1976.2166132882885,0.5440862245068757,2265.8383894623657,1997,0.0,2.0,2303.7538519010045,0.2115491502254127,150-200,0.05-0.1,0.09937163495203102,2147.0717471674957,2113.836213666696,2147.0717471674957,-0.04634642633103201,2113.836213666696,1786.7947106382978,0.0,-1.272772160649474,0.11544909131356167,2266.0327412271263
2108.6056055147924,-0.663357723176492,-1.0,0.4522470006208563,1991.1608510597302,0.09181448985439881,2341.6876856989247,1999,1.0,2.0,2303.4479373385943,1.0305527931942577,100-150,0.05-0.1,-0.13954076129512305,2369.0081285230203,2108.871813432837,2369.0081285230203,0.7111488301330776,2108.871813432837,2134.652711764706,1.0,0.18983809730842166,0.8359031090142831,2340.127537674919
2106.081952753771,0.06757869038710798,1.0,-0.2020057703940355,2253.045295125914,-0.20755883550476428,3541.3756022459893,1985,1.0,0.0,3542.1718377944326,0.5914204382465655,100-150,0.05-0.1,1.5328460124349554,2239.7618049545417,3877.527777348142,2239.7618049545417,0.2604399666121292,3877.527777348142,3885.3070345323736,1.0,1.3489881694750594,-0.2430717600283734,3542.1718377944326
2076.8047830721844,-0.9345115540146018,1.0,0.9758534508651712,1977.2872916666668,-0.2963475706413785,1994.8476470905173,2009,1.0,0.0,1995.2629040992447,-0.09005551553693299,100-150,0.1-0.15,-1.3341027425308933,2085.2206244946447,1939.8891974900637,2085.2206244946447,-0.24344049056026007,1939.8891974900637,1930.790408888889,1.0,1.3508963363461008,-1.995066503195453,1995.2629040992447
1842.9950574215927,0.07936798738006944,1.0,1.1952804797074128,2251.98465029191,-1.6701946668914283,3541.3756022459893,1985,1.0,0.0,3544.751634582441,-1.3150335016090777,0-50,0.1-0.15,1.5328460124349554,1926.2615067009724,3588.684139151035,1926.2615067009724,-0.7220726230773716,3588.684139151035,3612.229361764706,1.0,1.3528596553760457,-1.4770132172916683,3544.751634582441
2020.0619813328435,0.07936798738006944,-1.0,-0.9276948306900429,2250.48979324437,-0.8571024706658724,3541.3756022459893,1985,1.0,0.0,3542.8326478586723,0.2666062256033567,50-100,0-0.05,1.5328460124349554,2159.459296946512,3588.684139151035,2159.459296946512,-0.006139679843349272,3588.684139151035,3599.050438235294,1.0,1.349979616840637,-0.9343288030272395,3542.8326478586723
2430.2761146513217,0.12652517535191443,-1.0,0.7426989078949073,2179.422974008811,1.4395436626415825,2265.8383894623657,1997,0.0,2.0,2303.511699390244,0.8827417943442584,200-250,0.1-0.15,0.09937163495203102,2322.7497258517283,2355.8955713333335,2322.7497258517283,0.5467630029764313,2355.8955713333335,2211.930271428572,0.0,-1.2740829349278908,2.797379189040876,2264.5793048439186
2105.1215659766895,-0.7105149111483371,-1.0,-0.9202804716288142,2137.210933726415,-0.24073296627799962,2286.061090450644,1987,2.0,0.0,2303.742150251076,0.24944588807408402,100-150,0-0.05,1.2939336161878014,2155.561116946122,2260.8754536911697,2155.561116946122,0.20211409947985312,2260.8754536911697,2326.23862,-1.0,0.06265434591316006,0.11544909131356167,2286.2066619763696
2486.1030265120253,0.1854716603167209,-1.0,1.0789907849771672,2250.2004839866554,0.8337825573188655,2341.6876856989247,1999,1.0,2.0,2303.6745672525108,0.45533848674889427,150-200,0.1-0.15,-0.13954076129512305,2204.5915587288027,2393.0645843312104,2204.5915587288027,0.14241844892660474,2393.0645843312104,2517.775771014493,1.0,0.19309704549018286,0.11544909131356167,2341.4878050592033
2604.7920537714494,2.0128126942257216,-1.0,0.008709239352037611,2201.4908180555553,1.9099457069285748,1994.8476470905173,2009,1.0,0.0,1989.9857029126213,1.9441185803974081,250-300,0.05-0.1,-1.3341027425308933,2721.7067923360646,1865.1769138206926,2721.7067923360646,2.0775959468835334,1865.1769138206926,1804.0672441558443,1.0,1.3430411569101852,0.11544909131356167,1989.9857029126213
2034.6086366330153,-0.1564179524791564,1.0,-0.5806361212085095,2210.948157716049,-0.23266184703769174,2286.061090450644,1987,2.0,0.0,2304.0608411047347,-1.3399406631500759,100-150,0-0.05,1.2939336161878014,1924.355729811893,2342.3687971830986,1924.355729811893,-0.7275677813975814,2342.3687971830986,2234.5028234375004,-1.0,0.06708999785150618,0.11544909131356167,2288.1153839957037
2392.237262504414,-1.5074713878725206,-1.0,0.4568121319338197,2183.9418104258443,0.5958981208795964,339.351661981982,1998,0.0,0.0,339.8115208872459,-1.3666418147030428,150-200,0.05-0.1,-0.020084563171546017,1922.3633267005828,343.2202184822467,1922.3633267005828,-0.7333065680362566,343.2202184822467,355.93350952380956,0.0,-2.203882294773689,0.11544909131356167,339.31763898916967
2302.8498100138786,1.6001872994720763,-1.0,-0.2397825621085623,1993.7855655105973,0.19767686998961118,2180.0510138858986,2002,0.0,1.0,2303.6922391319945,0.40346931737360425,150-200,0.05-0.1,-0.49790935566585415,2191.770877838632,2108.871813432837,2191.770877838632,0.5159923668750162,2108.871813432837,1892.1172925925928,0.0,0.1172298378711153,0.11544909131356167,2179.782924030172
2623.8564924943657,-0.663357723176492,-1.0,-0.9409071035899363,2202.550652469136,1.9949734867805091,2180.0510138858986,2002,0.0,1.0,2303.0849473816356,1.7396817378821121,250-300,0-0.05,-0.49790935566585415,2632.3518441049077,2342.3687971830986,2632.3518441049077,1.712455461157348,2342.3687971830986,2308.1188273972607,0.0,0.11436778976037276,0.11544909131356167,2176.13393825431
1948.7786225107957,0.7159900249999791,1.0,1.1627926879731008,1944.530643431221,-1.2906529343069069,2265.8383894623657,1997,0.0,2.0,2303.6657313127694,0.480798590360786,50-100,0.1-0.15,0.09937163495203102,2211.001899173888,2097.4723969483566,2211.001899173888,0.1637825228623162,2097.4723969483566,2277.328952,0.0,-1.2732492762742864,-1.3769818543245291,2265.503827987083
2403.5207955918145,0.12652517535191443,1.0,2.595293694320109,2183.321961380323,0.8974682809225524,340.3297227272727,1985,0.0,2.0,339.4213940850277,-0.7945416762373259,150-200,0.15-0.2,1.5328460124349554,1977.284351594963,343.2202184822467,1977.284351594963,-3.352330852904942,343.2202184822467,320.08335,0.0,-1.2715043694221464,0.11544909131356167,339.4948311195446
2248.8422925381547,-1.2787590262090716,-1.0,-0.020359729542739246,1992.4257427745663,0.04638433400316362,2265.8383894623657,1997,0.0,2.0,2303.5656702654233,0.7499414720292262,100-150,0.05-0.1,0.09937163495203102,2283.5946734033687,2108.871813432837,2283.5946734033687,0.4102981928047277,2108.871813432837,2256.014878181818,0.0,-1.2737908781755198,0.6014371749563633,2264.9032462863297
2122.613450121461,-0.6173794649039429,-1.0,2.0014137407933106,2113.680217894737,0.008392583309330693,2286.061090450644,1987,2.0,0.0,2303.975228012913,-0.7200037809603419,100-150,0.15-0.2,1.2939336161878014,1986.4667311514368,2246.9423055944053,1986.4667311514368,-0.5455118990655117,2246.9423055944053,2229.0764505494503,-1.0,0.06589792646688714,0.11544909131356167,2287.6026250268533
2008.1492206241778,-0.6881152468617109,1.0,-0.8790097195598195,2210.273110493827,-0.3845035916950874,2286.061090450644,1987,2.0,0.0,2303.982392288379,-0.7616973765571738,100-150,0-0.05,1.2939336161878014,1981.2691578175838,2342.3687971830986,1981.2691578175838,-0.5609812755205812,2342.3687971830986,2227.6679703125,-1.0,0.06599766792726029,0.11544909131356167,2287.6455337271755
2204.231009910368,-0.452329307002485,-1.0,-0.0805165596304521,2252.7824366368804,0.889438914388223,2320.6915569114467,2007,0.0,1.0,2303.5680583572453,0.7438842292314876,150-200,0.05-0.1,-1.0951903462837393,2281.8621489587513,2386.7916826086957,2281.8621489587513,0.40431661471380254,2386.7916826086957,2482.707432539683,0.0,0.11664443675923326,-0.07738412712197301,2319.82606627027
2315.999558492981,-0.1564179524791564,-1.0,-0.8776238278699175,2231.9439808580855,0.16826369450105572,2320.6915569114467,2007,0.0,1.0,2303.264293077475,1.412888087801999,150-200,0-0.05,-1.0951903462837393,2502.23925831412,2402.541530485762,2362.7043555184323,1.2037895873067057,2402.541530485762,2312.383605319149,0.0,0.1152128049441548,0.34217256200890767,2317.994936324324
2406.8096988412667,-1.15732926718157,-1.0,-1.2886152252948304,2247.0886047539616,1.7351142800100874,1994.8476470905173,2009,1.0,0.0,1990.2482162891047,1.8732999338434304,200-250,0-0.05,-1.3341027425308933,2690.0449081106763,2111.47434646609,2690.0449081106763,1.9467376264696088,2111.47434646609,2079.816891603053,1.0,1.3434316798296198,1.4348897987767495,1990.2482162891047
2054.0190257385393,-0.8531654047631688,-1.0,-0.45146394575283016,2234.9118814081407,-0.5593350186135749,2180.0510138858986,2002,0.0,1.0,2303.7481204806313,0.23020223723445532,100-150,0-0.05,-0.49790935566585415,2151.229805834578,2402.541530485762,2151.229805834578,-0.03287773582522511,2402.541530485762,2245.3663397959185,0.0,0.11749329541492025,0.11544909131356167,2180.1186938577584
1796.6358893927854,-1.0488677348463262,-1.0,0.07144172632955324,2132.269824413145,-1.6531210218928305,2341.6876856989247,1999,1.0,2.0,2303.984899784792,-0.7765934036957561,0-50,0.05-0.1,-0.13954076129512305,1979.4500071507352,2218.1423157905397,1979.4500071507352,-0.017350998157462272,2218.1423157905397,2142.429606896552,1.0,0.19756368067633354,-1.9481552249427483,2343.3504683530678
2351.4117242623815,0.5391505701055597,-1.0,2.3019077989081405,2248.213079316097,0.8594347775227409,2265.8383894623657,1997,0.0,2.0,2303.247218220947,1.4457357749655728,150-200,0.15-0.2,0.09937163495203102,2514.6268080931363,2393.0645843312104,2514.6268080931363,1.2510436774021594,2393.0645843312104,2268.095257142857,0.0,-1.2755134108690507,0.11544909131356167,2262.9918484391824
2284.099899501188,-0.1564179524791564,-1.0,-0.16750479857030198,2210.147759259259,0.6269589223809962,340.3297227272727,1985,0.0,2.0,339.3180166358595,-0.6781887449193696,150-200,0.05-0.1,1.5328460124349554,1991.8375569297516,361.82224863188935,1991.8375569297516,-0.5294818360775506,361.82224863188935,428.30734054054057,0.0,-1.2716130745275072,0.11544909131356167,339.2825836812144
2639.661215705093,-0.663357723176492,-1.0,-0.2397825621085623,2252.73051397238,1.7009669900128916,1994.8476470905173,2009,1.0,0.0,1993.5635699029126,0.7728130709150277,200-250,0.05-0.1,-1.3341027425308933,2290.178266292916,1951.6443518312421,2290.178266292916,-0.42779674036481585,1951.6443518312421,1942.4367194029853,1.0,1.3483657870546673,0.11544909131356167,1993.5635699029126
1955.4593372047937,-1.1420031810907205,1.0,-0.6291181852881458,2139.7767761792456,-0.8614126346215004,2180.0510138858986,2002,0.0,1.0,2303.9372573529413,-0.5172995850749198,50-100,0-0.05,-0.49790935566585415,2014.013869820858,2260.8754536911697,2014.013869820858,-0.462808281508228,2260.8754536911697,2176.860091891892,0.0,0.1183851224261698,0.11544909131356167,2181.2551455818966
1813.3489470877928,0.06757869038710798,-1.0,-1.243862947910389,2254.924246547522,-1.6493600666081507,3541.3756022459893,1985,1.0,0.0,3544.648271627409,-1.16397609453906,0-50,0-0.05,1.5328460124349554,1938.8223089244507,3877.527777348142,1938.8223089244507,-0.6857105864929459,3877.527777348142,3901.9472446043164,1.0,1.3527044934900152,-0.8232736969411114,3544.648271627409
1817.4757340537208,0.008632205422301522,1.0,1.7923059708257207,2114.5025392982457,-1.4440587995651901,340.3297227272727,1985,0.0,2.0,340.00596894639557,-1.8432277160391162,50-100,0.15-0.2,1.5328460124349554,1894.9894404756233,322.74165780220676,1894.9894404756233,-0.8115160078574395,322.74165780220676,314.6875958333333,0.0,-1.2708895363803814,0.11544909131356167,340.6950398481973
2467.664191132348,0.07936798738006944,-1.0,-0.9379204532814654,2250.1871568807337,1.8442301594650097,3541.3756022459893,1985,1.0,0.0,3542.4441457173443,0.46362962686282866,250-300,0-0.05,1.5328460124349554,2206.670588062344,3588.684139151035,2206.670588062344,0.1493401482011325,3588.684139151035,3596.382342647059,1.0,1.349396708184739,0.11544909131356167,3542.4441457173443
2485.896816360831,1.1521940137395468,-1.0,2.595293694320109,2252.1545708924104,0.7135508228338178,339.351661981982,1998,0.0,0.0,339.9721251386322,-1.7384970080614743,150-200,0.15-0.2,-0.020084563171546017,1889.679382733117,353.4045109417937,1899.753882698322,-3.352330852904942,353.4045109417937,367.9781485714286,0.0,-2.203822813992905,-1.9997666931244378,339.63131010830324
2302.8098846761313,1.54124081450727,-1.0,-0.7826649046778672,2130.807319575472,0.5071511384489609,2427.9363483870966,2004,0.0,1.0,2303.255218328551,1.4303957678651285,150-200,0-0.05,-0.7368217519130082,2508.822851203667,2260.8754536911697,2508.822851203667,1.2288729132158949,2260.8754536911697,2436.3841333333335,0.0,0.11517004369862956,0.11544909131356167,2425.3123117330465
2273.073922224022,0.19726095730968235,1.0,0.2249739894371617,2182.8253,0.7231443099690344,2180.0510138858986,2002,0.0,1.0,2303.9272273672887,-0.4680671034050803,150-200,0.05-0.1,-0.49790935566585415,2021.2904724882521,2355.8955713333335,2021.2904724882521,-0.4407608461003542,2355.8955713333335,2231.0223661764708,0.0,0.11833782374104236,1.8248923038523746,2181.194879202586
2147.2455244214525,1.1286154197536247,-1.0,-0.5933152692729191,1975.727760135135,0.383158448679233,2180.0510138858986,2002,0.0,1.0,2303.7149260043043,0.33490945852598414,150-200,0-0.05,-0.49790935566585415,2175.3118956147637,2113.836213666696,2175.3118956147637,0.045670692248141805,2113.836213666696,2091.956916,0.0,0.11733679510631008,0.5368043567644102,2179.9192408405174
2057.597662885021,-0.9828476716857432,-1.0,1.6415180065858748,1994.5591250481693,-0.7250804143618155,2265.8383894623657,1997,0.0,2.0,2303.7642401004305,0.17727853360020418,50-100,0.1-0.15,0.09937163495203102,2139.5352658334086,2108.871813432837,2139.5352658334086,-0.07068817569297157,2108.871813432837,2276.146249090909,0.0,-1.2727159064234321,-0.38273029907295547,2266.0950927879444
