Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Range,Visibility_Range,Outlet_Age,Discount_Potential,Outlet_Item_Popularity,Location_Price_Sensitivity,Shelf_Effectiveness,Item_Outlet_Type,Outlet_Seasonal_ItemType,Income_Bracket,Location_Demographics_Relevance,Essentials_Discount_Level,Outlet_Type_Location_Age_Index,Predicted_Item_Outlet_Sales
1849.1156606054292,-0.2389430314298853,-1.0,-0.2397825621085623,2254.086452721365,-1.532847534701804,2341.6876856989247,1999,1.0,2.0,2303.855942826399,-0.1560207291319237,0-50,0.05-0.1,-0.139540761295123,2073.0063271600898,2386.791682608696,2073.0063271600898,0.5159923668750162,2386.791682608696,2427.373154014598,1.0,0.1957070281788988,0.1154490913135616,2342.576448977395,-0.15663338
2176.835465006935,1.3408227656269276,1.0,-0.5106416593228567,2181.2561237885466,0.0500617838758862,2265.8383894623657,1997,0.0,2.0,2303.7355829985654,0.2703995408795095,100-150,0-0.05,0.099371634952031,2160.3255591688207,2355.895571333333,2129.66270225942,-0.0033188652260763,2355.895571333333,2228.142933766234,0.0,-1.27287108594802,-0.2734536917480472,2265.923088482239,0.26592365
2083.4946365693986,0.5391505701055597,1.0,0.6878176760669098,2254.0269580016247,0.0720365542070389,2341.6876856989247,1999,1.0,2.0,2303.8428083213776,-0.1043475303770228,100-150,0.1-0.15,-0.139540761295123,2082.535211605488,2386.791682608696,2055.382150977469,-0.2518598095887365,2386.791682608696,2426.8385700729928,1.0,0.1955179699341232,1.2714426501302238,2342.4976136706136,-0.10889014
2062.974293218801,1.128615419753625,1.0,-0.4712371956985933,2250.519223936614,-0.3422851824575835,2265.8383894623657,1997,0.0,2.0,2303.743105487805,0.2463795080264663,100-150,0-0.05,0.099371634952031,2154.8681071682754,2393.0645843312104,2154.8681071682754,-0.0210700186006337,2393.0645843312104,2291.331117647059,0.0,-1.272830352703705,0.1154490913135616,2265.9682396124867,0.24415892
2094.820820404123,0.8338829949295924,-1.0,-0.0149861229631077,2253.7116359870024,0.8904538263181622,2286.061090450644,1987,2.0,0.0,2303.773195444763,0.147239069578613,150-200,0.05-0.1,1.2939336161878014,2133.0382991660927,2386.791682608696,2133.0382991660927,-0.091599779699878,2386.791682608696,2388.7156865248226,-1.0,0.0630862299384458,0.1154490913135616,2286.392599677766,0.15259205
1861.8877462937144,-0.8991436630357179,1.0,0.0084045149859219,2072.5040724770643,-1.3590727724192342,2265.8383894623657,1997,0.0,2.0,2303.850330810617,-0.1337549901374253,50-100,0.05-0.1,0.099371634952031,2077.077759604941,2221.4879021719216,2077.077759604941,-0.2689346791853576,2221.4879021719216,1672.4896,0.0,-1.2722496354627,0.1154490913135616,2266.611822389667,-0.13620475
2104.0679182407075,-0.2389430314298853,-1.0,-1.320626750640631,1995.3403816955683,-0.4118034379118073,1994.8476470905173,2009,1.0,0.0,1995.249975943905,-0.0818095439717837,100-150,0-0.05,-1.3341027425308931,2086.7798964948006,1882.768535642802,2086.7798964948006,-0.2385465869353669,1882.768535642802,1881.118614035088,1.0,1.3508770806572028,0.4657151857302615,1995.249975943905,-0.08064431
1861.8877462937144,-0.8991436630357179,1.0,0.0107644261457137,2080.108852293578,-1.3911902385565518,2341.6876856989247,1999,1.0,2.0,2303.9989895265426,-0.8634980464564188,50-100,0.05-0.1,-0.139540761295123,1969.2281129274909,2221.4879021719216,1969.2281129274909,-0.5966539903991525,2221.4879021719216,2422.263625,1.0,0.1977665860225537,0.1154490913135616,2343.435037136706,-0.86812556
1994.0492964461769,-0.6397791291905696,-1.0,-0.7572792558572085,2125.196090140845,-0.4449775686850424,3541.3756022459893,1985,1.0,0.0,3542.7007709850104,0.3356432789388858,100-150,0-0.05,1.5328460124349554,2175.4851480592256,2867.2029295178045,2392.576255539582,0.0462391404040587,2867.2029295178045,3443.396545454545,1.0,1.3497817427222416,0.6497533676726944,3542.7007709850104,0.33480448
2430.2761146513217,0.1265251753519144,-1.0,0.7422730407634881,2180.431939647577,1.4379377893347167,2427.9363483870966,2004,0.0,1.0,2303.6349249282644,0.5672517217684622,200-250,0.1-0.15,-0.7368217519130082,2233.351464509456,2355.895571333333,2370.259910639292,0.2387813895681823,2355.895571333333,2560.0438014285714,0.0,0.1169596424424926,0.5390837322732581,2427.5913687836382,0.565762
2354.253527563262,1.423347844577657,1.0,1.5265627497268257,2249.1598591326106,1.7645274554986428,2286.061090450644,1987,2.0,0.0,2303.450803048781,1.024100685294363,250-300,0.1-0.15,1.2939336161878014,2366.929099189479,2393.0645843312104,2366.929099189479,0.7036870962400721,2393.0645843312104,2439.166354032258,-1.0,0.05860353047789,0.1154490913135616,2284.461708163265,1.0233805
2120.812756156222,-0.2743109224087693,1.0,-0.7317447820289024,1942.2317296754247,0.0570344857742979,3541.3756022459893,1985,1.0,0.0,3540.816000963597,1.138239600258826,100-150,0-0.05,1.5328460124349554,2404.5248796376827,3199.084736943544,2404.5248796376827,0.8396909015418123,3199.084736943544,3194.2440382352943,1.0,1.3469544258334418,0.1154490913135616,3540.816000963597,1.1374053
2271.1852227446125,0.4212576001759467,-1.0,-0.9448934123975152,2235.4949141914194,0.8915104909540799,2427.9363483870966,2004,0.0,1.0,2303.843166535151,-0.105736785252875,150-200,0-0.05,-0.7368217519130082,2082.2753329387947,2402.541530485762,2272.604360702182,-0.2526739733413105,2402.541530485762,2648.779826732673,0.0,0.1179414369722541,-0.0834984241437189,2428.841266738428,-0.10647037
2110.238012311183,-0.2743109224087693,-1.0,-0.2449530996675735,1948.1817383307573,-0.5347394630456173,340.3297227272727,1985,0.0,2.0,339.9444347504621,-1.6621144623126003,100-150,0.05-0.1,1.5328460124349554,1903.652062698712,294.8810932369825,1903.652062698712,-0.786894498782217,294.8810932369825,331.4098761904762,0.0,-1.270954266176476,0.1154490913135616,340.5687020872865,-1.6603423
2245.016913147709,0.2444181452815273,1.0,-0.9405356342617256,2109.9057938011697,0.385862739327995,2265.8383894623657,1997,0.0,2.0,2303.396473959828,1.1436315232072245,150-200,0-0.05,0.099371634952031,2406.3440303045318,2246.9423055944053,2406.3440303045318,0.8463292471367563,2246.9423055944053,2231.472257009346,0.0,-1.274706293871466,0.0824196582159872,2263.8877041980627,1.1362895
1885.3770695331536,0.0440000964011854,-1.0,0.6850407297292084,2236.318191639164,-1.5269732501452886,2320.6915569114467,2007,0.0,1.0,2303.9773772955527,-0.732380753430164,0-50,0.05-0.1,-1.0951903462837391,1984.9074591512808,2402.541530485762,1945.6206927406663,-0.5501572133801867,2402.541530485762,2354.683154255319,0.0,0.1185743225746755,-1.3385372067786885,2322.293485081081,-0.73106945
1888.8750862491613,-1.218633611544969,1.0,-0.0442252277981298,2251.4199141784825,-1.5847011837805032,2427.9363483870966,2004,0.0,1.0,2303.936779734577,-0.5149188650771701,0-50,0.05-0.1,-0.7368217519130082,2014.3603747097811,2393.0645843312104,2014.3603747097811,-0.4617603107728394,2393.0645843312104,2535.890897122302,0.0,0.1183828700955664,-1.118767552284731,2429.4031474703984,-0.5159631
1822.700070744629,-0.2743109224087693,-1.0,-1.0842274094670252,2134.5610516431925,-1.636005624188254,2286.061090450644,1987,2.0,0.0,2304.072423350072,-1.4577350305193957,0-50,0-0.05,1.2939336161878014,1915.9529862554973,2218.14231579054,1915.9529862554973,-0.7517278316924536,2218.14231579054,2396.0174863636366,-1.0,0.0672512952931673,-0.817242010797769,2288.184753061225,-1.4624053
1805.0550205037375,-1.6241854281028374,1.0,2.0379428982394185,2184.2057839941267,-1.5333549906667736,339.351661981982,1998,0.0,0.0,339.97766321626614,-1.754685843578699,0-50,0.15-0.2,-0.020084563171546,1898.974246698244,343.2202184822467,1898.974246698244,-0.8002048662340334,343.2202184822467,360.2136523809524,0.0,-2.203820761645852,0.1154490913135616,339.6421263537906,-1.7577003
1787.0421559959248,-0.1564179524791564,1.0,0.0772331150682372,2211.330376234568,-1.5632756221202988,340.3297227272727,1985,0.0,2.0,340.0262752310536,-1.9140668868844757,0-50,0.05-0.1,1.5328460124349554,1892.1307751420045,361.82224863188935,1892.1307751420045,-0.8196150412744229,361.82224863188935,449.0191189189189,0.0,-1.2708681750040092,0.1154490913135616,340.7367313092979,-1.9180958
1804.136522507682,1.517662220521347,-1.0,2.2330811102187487,2184.227292951542,-1.3681588035894812,339.351661981982,1998,0.0,0.0,339.99120073937155,-1.795740490526102,50-100,0.15-0.2,-0.020084563171546,1897.0684698091643,343.2202184822467,1897.0684698091643,-0.8056176782594019,343.2202184822467,360.5624047619048,0.0,-2.203815744436635,-1.0489338248865243,339.668566064982,-1.7981869
2152.732430480253,1.3644013596128506,-1.0,0.266341739204527,1993.182625240848,-0.7154034218146416,1994.8476470905173,2009,1.0,0.0,1994.0419116504852,0.5639649140195585,50-100,0.05-0.1,-1.3341027425308931,2232.485202287148,1882.768535642802,2232.485202287148,0.2358595912001801,1882.768535642802,1861.4716736842104,1.0,1.3490780029411895,-1.9833699931824944,1994.0419116504852,0.5587917
2466.7312738661144,1.387979953598773,-1.0,-0.2397825621085623,2249.7495835696413,1.857584601884906,1994.8476470905173,2009,1.0,0.0,1993.6899785329017,0.7194919698733632,250-300,0.05-0.1,-1.3341027425308931,2274.9320511802807,2111.47434646609,2274.9320511802807,-0.4277967403648158,2111.47434646609,2104.171957251908,1.0,1.3485539924377736,0.1154490913135616,1993.6899785329017,0.7184673
2027.150794442131,1.1875619047184311,-1.0,-0.2397825621085623,2185.142284,-0.7683972409412153,2180.0510138858986,2002,0.0,1.0,2303.737851685796,0.2631860320736389,50-100,0.05-0.1,-0.4979093556658541,2158.679660946434,2336.529241395033,2158.679660946434,0.5159923668750162,2336.529241395033,1984.0423875,0.0,0.117444881017651,-0.6160959295908672,2180.056992564655,0.26428536
2232.1179765074303,1.1050368257677017,-1.0,0.6414725273059638,1976.2166132882885,0.5440862245068757,2265.8383894623657,1997,0.0,2.0,2303.7538519010045,0.2115491502254127,150-200,0.05-0.1,0.099371634952031,2147.071747167496,2113.836213666696,2147.071747167496,-0.046346426331032,2113.836213666696,1786.7947106382978,0.0,-1.272772160649474,0.1154490913135616,2266.0327412271263,0.20526838
2108.6056055147924,-0.663357723176492,-1.0,0.4522470006208563,1991.1608510597305,0.0918144898543988,2341.6876856989247,1999,1.0,2.0,2303.4479373385943,1.0305527931942575,100-150,0.05-0.1,-0.139540761295123,2369.0081285230203,2108.871813432837,2369.0081285230203,0.7111488301330776,2108.871813432837,2134.652711764706,1.0,0.1898380973084216,0.8359031090142831,2340.127537674919,1.031712
2106.081952753771,0.0675786903871079,1.0,-0.2020057703940355,2253.045295125914,-0.2075588355047642,3541.3756022459893,1985,1.0,0.0,3542.1718377944326,0.5914204382465655,100-150,0.05-0.1,1.5328460124349554,2239.7618049545417,3877.527777348142,2239.7618049545417,0.2604399666121292,3877.527777348142,3885.3070345323736,1.0,1.3489881694750594,-0.2430717600283734,3542.1718377944326,0.5846447
2076.8047830721844,-0.9345115540146018,1.0,0.9758534508651712,1977.2872916666668,-0.2963475706413785,1994.8476470905173,2009,1.0,0.0,1995.262904099245,-0.0900555155369329,100-150,0.1-0.15,-1.3341027425308931,2085.2206244946447,1939.889197490064,2085.2206244946447,-0.24344049056026,1939.889197490064,1930.790408888889,1.0,1.3508963363461008,-1.995066503195453,1995.262904099245,-0.09174992
1842.9950574215927,0.0793679873800694,1.0,1.1952804797074128,2251.98465029191,-1.6701946668914285,3541.3756022459893,1985,1.0,0.0,3544.751634582441,-1.3150335016090775,0-50,0.1-0.15,1.5328460124349554,1926.2615067009724,3588.684139151035,1926.2615067009724,-0.7220726230773716,3588.684139151035,3612.229361764706,1.0,1.3528596553760457,-1.4770132172916683,3544.751634582441,-1.3134935
2020.0619813328435,0.0793679873800694,-1.0,-0.9276948306900428,2250.48979324437,-0.8571024706658724,3541.3756022459893,1985,1.0,0.0,3542.8326478586723,0.2666062256033567,50-100,0-0.05,1.5328460124349554,2159.459296946512,3588.684139151035,2159.459296946512,-0.0061396798433492,3588.684139151035,3599.050438235294,1.0,1.349979616840637,-0.9343288030272396,3542.8326478586723,0.26600412
2430.2761146513217,0.1265251753519144,-1.0,0.7426989078949073,2179.422974008811,1.4395436626415825,2265.8383894623657,1997,0.0,2.0,2303.511699390244,0.8827417943442584,200-250,0.1-0.15,0.099371634952031,2322.7497258517283,2355.895571333333,2322.7497258517283,0.5467630029764313,2355.895571333333,2211.930271428572,0.0,-1.2740829349278908,2.797379189040876,2264.579304843918,0.8809721
2105.121565976689,-0.7105149111483371,-1.0,-0.9202804716288142,2137.210933726415,-0.2407329662779996,2286.061090450644,1987,2.0,0.0,2303.742150251076,0.249445888074084,100-150,0-0.05,1.2939336161878014,2155.561116946122,2260.8754536911697,2155.561116946122,0.2021140994798531,2260.8754536911697,2326.23862,-1.0,0.06265434591316,0.1154490913135616,2286.2066619763696,0.24799421
2486.1030265120253,0.1854716603167209,-1.0,1.0789907849771672,2250.2004839866554,0.8337825573188655,2341.6876856989247,1999,1.0,2.0,2303.6745672525108,0.4553384867488942,150-200,0.1-0.15,-0.139540761295123,2204.5915587288027,2393.0645843312104,2204.5915587288027,0.1424184489266047,2393.0645843312104,2517.775771014493,1.0,0.1930970454901828,0.1154490913135616,2341.4878050592038,0.45944306
2604.792053771449,2.0128126942257216,-1.0,0.0087092393520376,2201.490818055556,1.9099457069285748,1994.8476470905173,2009,1.0,0.0,1989.9857029126213,1.944118580397408,250-300,0.05-0.1,-1.3341027425308931,2721.7067923360646,1865.1769138206928,2721.7067923360646,2.077595946883533,1865.1769138206928,1804.0672441558445,1.0,1.3430411569101852,0.1154490913135616,1989.9857029126213,1.943832
2034.6086366330155,-0.1564179524791564,1.0,-0.5806361212085095,2210.948157716049,-0.2326618470376917,2286.061090450644,1987,2.0,0.0,2304.0608411047347,-1.339940663150076,100-150,0-0.05,1.2939336161878014,1924.355729811893,2342.368797183098,1924.355729811893,-0.7275677813975814,2342.368797183098,2234.5028234375004,-1.0,0.0670899978515061,0.1154490913135616,2288.115383995704,-1.3335855
2392.237262504414,-1.5074713878725206,-1.0,0.4568121319338197,2183.9418104258443,0.5958981208795964,339.351661981982,1998,0.0,0.0,339.8115208872459,-1.3666418147030428,150-200,0.05-0.1,-0.020084563171546,1922.3633267005828,343.2202184822467,1922.3633267005828,-0.7333065680362566,343.2202184822467,355.9335095238096,0.0,-2.203882294773689,0.1154490913135616,339.31763898916967,-1.3728951
2302.8498100138786,1.6001872994720765,-1.0,-0.2397825621085623,1993.7855655105973,0.1976768699896111,2180.0510138858986,2002,0.0,1.0,2303.6922391319945,0.4034693173736042,150-200,0.05-0.1,-0.4979093556658541,2191.770877838632,2108.871813432837,2191.770877838632,0.5159923668750162,2108.871813432837,1892.1172925925928,0.0,0.1172298378711153,0.1154490913135616,2179.782924030172,0.40837646
2623.8564924943657,-0.663357723176492,-1.0,-0.9409071035899365,2202.550652469136,1.994973486780509,2180.0510138858986,2002,0.0,1.0,2303.084947381636,1.739681737882112,250-300,0-0.05,-0.4979093556658541,2632.351844104908,2342.368797183098,2632.351844104908,1.712455461157348,2342.368797183098,2308.1188273972607,0.0,0.1143677897603727,0.1154490913135616,2176.13393825431,1.7421163
1948.778622510796,0.7159900249999791,1.0,1.1627926879731008,1944.530643431221,-1.2906529343069069,2265.8383894623657,1997,0.0,2.0,2303.6657313127694,0.480798590360786,50-100,0.1-0.15,0.099371634952031,2211.001899173888,2097.4723969483566,2211.001899173888,0.1637825228623162,2097.4723969483566,2277.328952,0.0,-1.2732492762742864,-1.3769818543245291,2265.503827987083,0.47770175
2403.5207955918145,0.1265251753519144,1.0,2.595293694320109,2183.321961380323,0.8974682809225524,340.3297227272727,1985,0.0,2.0,339.4213940850277,-0.7945416762373259,150-200,0.15-0.2,1.5328460124349554,1977.284351594963,343.2202184822467,1977.284351594963,-3.352330852904942,343.2202184822467,320.08335,0.0,-1.2715043694221464,0.1154490913135616,339.4948311195446,-0.7973906
2248.8422925381547,-1.2787590262090716,-1.0,-0.0203597295427392,1992.4257427745663,0.0463843340031636,2265.8383894623657,1997,0.0,2.0,2303.5656702654237,0.7499414720292262,100-150,0.05-0.1,0.099371634952031,2283.5946734033687,2108.871813432837,2283.5946734033687,0.4102981928047277,2108.871813432837,2256.014878181818,0.0,-1.2737908781755198,0.6014371749563633,2264.9032462863297,0.74724746
2122.613450121461,-0.6173794649039429,-1.0,2.0014137407933106,2113.680217894737,0.0083925833093306,2286.061090450644,1987,2.0,0.0,2303.975228012913,-0.7200037809603419,100-150,0.15-0.2,1.2939336161878014,1986.4667311514368,2246.9423055944053,1986.4667311514368,-0.5455118990655117,2246.9423055944053,2229.0764505494503,-1.0,0.0658979264668871,0.1154490913135616,2287.6026250268533,-0.7301038
2008.1492206241776,-0.6881152468617109,1.0,-0.8790097195598195,2210.273110493827,-0.3845035916950874,2286.061090450644,1987,2.0,0.0,2303.982392288379,-0.7616973765571738,100-150,0-0.05,1.2939336161878014,1981.269157817584,2342.368797183098,1981.269157817584,-0.5609812755205812,2342.368797183098,2227.6679703125,-1.0,0.0659976679272602,0.1154490913135616,2287.6455337271755,-0.7624633
2204.231009910368,-0.452329307002485,-1.0,-0.0805165596304521,2252.7824366368804,0.889438914388223,2320.6915569114467,2007,0.0,1.0,2303.5680583572453,0.7438842292314876,150-200,0.05-0.1,-1.0951903462837391,2281.8621489587517,2386.791682608696,2281.8621489587517,0.4043166147138025,2386.791682608696,2482.707432539683,0.0,0.1166444367592332,-0.077384127121973,2319.82606627027,0.74647063
2315.999558492981,-0.1564179524791564,-1.0,-0.8776238278699175,2231.943980858085,0.1682636945010557,2320.6915569114467,2007,0.0,1.0,2303.264293077475,1.412888087801999,150-200,0-0.05,-1.0951903462837391,2502.23925831412,2402.541530485762,2362.7043555184323,1.2037895873067057,2402.541530485762,2312.383605319149,0.0,0.1152128049441548,0.3421725620089076,2317.994936324324,1.4118032
2406.8096988412667,-1.15732926718157,-1.0,-1.2886152252948304,2247.0886047539616,1.7351142800100874,1994.8476470905173,2009,1.0,0.0,1990.248216289105,1.8732999338434304,200-250,0-0.05,-1.3341027425308931,2690.0449081106763,2111.47434646609,2690.0449081106763,1.9467376264696088,2111.47434646609,2079.816891603053,1.0,1.3434316798296198,1.4348897987767495,1990.248216289105,1.8725088
2054.0190257385398,-0.8531654047631688,-1.0,-0.4514639457528301,2234.9118814081407,-0.5593350186135749,2180.0510138858986,2002,0.0,1.0,2303.7481204806318,0.2302022372344553,100-150,0-0.05,-0.4979093556658541,2151.229805834578,2402.541530485762,2151.229805834578,-0.0328777358252251,2402.541530485762,2245.3663397959185,0.0,0.1174932954149202,0.1154490913135616,2180.1186938577584,0.23017699
1796.6358893927854,-1.0488677348463262,-1.0,0.0714417263295532,2132.269824413145,-1.6531210218928305,2341.6876856989247,1999,1.0,2.0,2303.984899784792,-0.7765934036957561,0-50,0.05-0.1,-0.139540761295123,1979.4500071507352,2218.14231579054,1979.4500071507352,-0.0173509981574622,2218.14231579054,2142.429606896552,1.0,0.1975636806763335,-1.9481552249427485,2343.350468353068,-0.7720221
2351.411724262381,0.5391505701055597,-1.0,2.3019077989081405,2248.213079316097,0.8594347775227409,2265.8383894623657,1997,0.0,2.0,2303.247218220947,1.4457357749655728,150-200,0.15-0.2,0.099371634952031,2514.6268080931363,2393.0645843312104,2514.6268080931363,1.2510436774021594,2393.0645843312104,2268.095257142857,0.0,-1.275513410869051,0.1154490913135616,2262.9918484391824,1.4389254
2284.099899501188,-0.1564179524791564,-1.0,-0.1675047985703019,2210.147759259259,0.6269589223809962,340.3297227272727,1985,0.0,2.0,339.3180166358595,-0.6781887449193696,150-200,0.05-0.1,1.5328460124349554,1991.837556929752,361.82224863188935,1991.837556929752,-0.5294818360775506,361.82224863188935,428.30734054054057,0.0,-1.2716130745275072,0.1154490913135616,339.2825836812144,-0.67294353
2639.661215705093,-0.663357723176492,-1.0,-0.2397825621085623,2252.73051397238,1.7009669900128916,1994.8476470905173,2009,1.0,0.0,1993.5635699029128,0.7728130709150277,200-250,0.05-0.1,-1.3341027425308931,2290.178266292916,1951.644351831242,2290.178266292916,-0.4277967403648158,1951.644351831242,1942.436719402985,1.0,1.3483657870546673,0.1154490913135616,1993.5635699029128,0.7727701
1955.4593372047937,-1.1420031810907203,1.0,-0.6291181852881458,2139.7767761792456,-0.8614126346215004,2180.0510138858986,2002,0.0,1.0,2303.9372573529413,-0.5172995850749198,50-100,0-0.05,-0.4979093556658541,2014.013869820858,2260.8754536911697,2014.013869820858,-0.462808281508228,2260.8754536911697,2176.860091891892,0.0,0.1183851224261698,0.1154490913135616,2181.2551455818966,-0.51856166
1813.3489470877928,0.0675786903871079,-1.0,-1.243862947910389,2254.924246547522,-1.6493600666081507,3541.3756022459893,1985,1.0,0.0,3544.648271627409,-1.16397609453906,0-50,0-0.05,1.5328460124349554,1938.822308924451,3877.527777348142,1938.822308924451,-0.6857105864929459,3877.527777348142,3901.947244604317,1.0,1.3527044934900152,-0.8232736969411114,3544.648271627409,-1.1625983
1817.4757340537208,0.0086322054223015,1.0,1.7923059708257207,2114.5025392982457,-1.44405879956519,340.3297227272727,1985,0.0,2.0,340.0059689463956,-1.843227716039116,50-100,0.15-0.2,1.5328460124349554,1894.9894404756235,322.7416578022068,1894.9894404756235,-0.8115160078574395,322.7416578022068,314.6875958333333,0.0,-1.2708895363803814,0.1154490913135616,340.6950398481973,-1.843347
2467.664191132348,0.0793679873800694,-1.0,-0.9379204532814654,2250.1871568807337,1.8442301594650097,3541.3756022459893,1985,1.0,0.0,3542.4441457173443,0.4636296268628286,250-300,0-0.05,1.5328460124349554,2206.670588062344,3588.684139151035,2206.670588062344,0.1493401482011325,3588.684139151035,3596.382342647059,1.0,1.349396708184739,0.1154490913135616,3542.4441457173443,0.46621963
2485.896816360831,1.1521940137395468,-1.0,2.595293694320109,2252.1545708924104,0.7135508228338178,339.351661981982,1998,0.0,0.0,339.9721251386322,-1.7384970080614743,150-200,0.15-0.2,-0.020084563171546,1889.679382733117,353.4045109417937,1899.753882698322,-3.352330852904942,353.4045109417937,367.9781485714286,0.0,-2.203822813992905,-1.9997666931244376,339.63131010830324,-1.7404356
2302.809884676132,1.54124081450727,-1.0,-0.7826649046778672,2130.807319575472,0.5071511384489609,2427.9363483870966,2004,0.0,1.0,2303.255218328551,1.4303957678651285,150-200,0-0.05,-0.7368217519130082,2508.822851203667,2260.8754536911697,2508.822851203667,1.2288729132158949,2260.8754536911697,2436.384133333333,0.0,0.1151700436986295,0.1154490913135616,2425.3123117330465,1.4285775
2273.073922224022,0.1972609573096823,1.0,0.2249739894371617,2182.8253,0.7231443099690344,2180.0510138858986,2002,0.0,1.0,2303.9272273672887,-0.4680671034050803,150-200,0.05-0.1,-0.4979093556658541,2021.290472488252,2355.895571333333,2021.290472488252,-0.4407608461003542,2355.895571333333,2231.0223661764708,0.0,0.1183378237410423,1.8248923038523743,2181.194879202586,-0.47220534
